,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofFloors,PropertyGFATotal,PropertyGFAParking,ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),GHGEmissionsIntensity
2804,Small- and Mid-Sized Office,2,GREATER DUWAMISH,1969,1,35017,0,"Non-Refrigerated Warehouse, Office, Parking",Office,19785.0,Non-Refrigerated Warehouse,10234.0,Parking,0.0,66.0,43.20000076,0.0,904631.0,390854.0,0.77
2805,Residence Hall,4,NORTHEAST,1950,3,29084,0,Residence Hall/Dormitory,Residence Hall/Dormitory,26000.0,,,,,66.0,62.79999924,0.0,560665.0,1071834.0,2.09
2815,Worship Facility,3,SOUTHEAST,1963,2,22952,0,"Parking, Worship Facility",Worship Facility,22962.0,Parking,0.0,,,98.0,20.5,0.0,123878.0,346789.0,0.84
2829,Warehouse,2,GREATER DUWAMISH,1976,1,21040,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,21040.0,,,,,43.0,28.10000038,0.0,266815.0,325273.0,0.91
2830,Warehouse,2,GREATER DUWAMISH,1951,2,28032,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,30000.0,,,,,52.0,44.0,0.0,510536.0,810529.0,1.66
2831,Distribution Center,2,GREATER DUWAMISH,1974,1,25620,0,Distribution Center,Distribution Center,25620.0,,,,,82.0,21.5,0.0,189949.0,360375.0,0.8
2832,Warehouse,2,DOWNTOWN,1992,3,33238,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,33238.0,,,,,14.0,49.09999847,0.0,1632472.0,0.0,0.34
2833,K-12 School,3,EAST,1912,4,27800,0,K-12 School,K-12 School,11093.0,,,,,8.0,106.5,0.0,528460.0,652969.0,1.38
2835,Large Office,7,DOWNTOWN,2000,6,706176,0,"Bank Branch, Office, Parking",Office,222807.0,Parking,78049.0,Bank Branch,5171.0,82.0,58.20000076,0.0,13270685.0,0.0,0.13
2839,Supermarket / Grocery Store,1,SOUTHWEST,1998,1,33706,0,Supermarket/Grocery Store,Supermarket/Grocery Store,31746.0,,,,,22.0,273.7000122,0.0,5528496.0,3159194.0,6.12
2841,Mixed Use Property,7,MAGNOLIA / QUEEN ANNE,1961,2,37600,0,"Non-Refrigerated Warehouse, Office, Other",Non-Refrigerated Warehouse,18400.0,Other,16200.0,Office,3000.0,61.96153846153846,57.79999924,0.0,472249.0,1699502.0,2.49
2851,K-12 School,5,NORTHWEST,1954,1,42128,0,K-12 School,K-12 School,42128.0,,,,,93.0,40.59999847,0.0,893537.0,815770.0,1.18
2862,Other,3,EAST,1912,3,33708,0,Other,Other,33708.0,,,,,62.36363636363637,23.29999924,166488.4063,567086.0,52750.0,0.58
2881,Other,5,North,1948,2,47237,0,Other,Other,47661.0,,,,,62.36363636363637,125.5,0.0,5981430.0,0.0,0.88
2896,Supermarket / Grocery Store,4,NORTHEAST,1997,1,76585,38585,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,41447.0,Parking,0.0,,,18.0,335.5,0.0,8112028.0,5794050.0,4.76
2897,Worship Facility,4,NORTHEAST,1938,3,26373,0,Worship Facility,Worship Facility,26373.0,,,,,75.0,36.59999847,0.0,282478.0,681758.0,1.45
2901,Small- and Mid-Sized Office,3,CENTRAL,1956,2,75868,0,"Non-Refrigerated Warehouse, Office, Restaurant, Retail Store",Office,50379.0,Restaurant,12622.0,Retail Store,6662.0,67.21794871794872,47.5,0.0,3605750.0,0.0,0.33
2904,Mixed Use Property,3,EAST,1947,2,21656,0,"Office, Other - Entertainment/Public Assembly, Other - Public Services, Restaurant, Urgent Care/Clinic/Other Outpatient",Other - Entertainment/Public Assembly,5656.0,Other - Public Services,5561.0,Restaurant,5090.0,61.96153846153846,74.30000305,0.0,726238.0,881734.0,2.4
2912,Distribution Center,7,MAGNOLIA / QUEEN ANNE,1921,3,23040,0,Distribution Center,Distribution Center,23040.0,,,,,53.725,18.29999924,0.0,421430.0,0.0,0.13
2913,Other,7,MAGNOLIA / QUEEN ANNE,1956,2,36771,0,Other,Other,34856.0,,,,,62.36363636363637,156.3000031,0.0,5447076.0,0.0,1.03
2916,Warehouse,1,GREATER DUWAMISH,1977,1,24024,0,"Non-Refrigerated Warehouse, Other - Services",Non-Refrigerated Warehouse,14314.0,Other - Services,9710.0,,,54.02836879432624,15.60000038,0.0,375773.0,0.0,0.11
2917,Warehouse,1,GREATER DUWAMISH,1953,1,42420,0,"Non-Refrigerated Warehouse, Office, Other",Non-Refrigerated Warehouse,27420.0,Other,10000.0,Office,5000.0,34.0,22.79999924,0.0,474320.0,491105.0,0.69
2918,Distribution Center,1,GREATER DUWAMISH,1979,1,36982,0,"Distribution Center, Office",Distribution Center,34382.0,Office,2600.0,,,53.725,10.10000038,0.0,282354.0,92400.0,0.19
2919,Warehouse,1,GREATER DUWAMISH,1964,2,23400,0,"Non-Refrigerated Warehouse, Office, Parking",Non-Refrigerated Warehouse,20002.0,Office,3374.0,Parking,0.0,54.02836879432624,18.79999924,0.0,439267.0,0.0,0.13
2924,Other,7,MAGNOLIA / QUEEN ANNE,1948,2,30720,0,"Office, Other, Parking",Other,28120.0,Parking,1600.0,Office,1000.0,62.36363636363637,57.79999924,0.0,482047.0,1201017.0,2.19
2926,Warehouse,2,GREATER DUWAMISH,1972,1,23232,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,23232.0,,,,,54.02836879432624,5.5,0.0,127374.0,0.0,0.04
2927,Warehouse,2,GREATER DUWAMISH,1974,1,35046,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,32546.0,,,,,100.0,32.70000076,0.0,841364.0,221905.0,0.5
2928,Refrigerated Warehouse,2,GREATER DUWAMISH,1961,1,25577,0,"Non-Refrigerated Warehouse, Office, Refrigerated Warehouse",Refrigerated Warehouse,13349.0,Non-Refrigerated Warehouse,8228.0,Office,4000.0,76.8,35.0,0.0,723667.0,172117.0,0.55
2929,Warehouse,2,GREATER DUWAMISH,1974,1,43380,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,42844.0,,,,,89.0,9.5,0.0,405062.0,0.0,0.07
2930,Small- and Mid-Sized Office,4,LAKE UNION,1995,3,20410,0,Office,Office,20410.0,,,,,8.0,133.3000031,0.0,1444160.0,1276078.0,3.81
2938,Small- and Mid-Sized Office,5,NORTHWEST,1983,3,24696,6300,"Office, Parking",Office,18396.0,Parking,6300.0,,,87.0,33.90000153,0.0,624125.0,0.0,0.18
2945,Worship Facility,5,NORTHWEST,2002,1,24955,0,Worship Facility,Worship Facility,24955.0,,,,,47.0,27.60000038,0.0,320006.0,369797.0,0.88
2962,Other,3,Central,1991,3,34074,0,Other/Specialty Hospital,Other/Specialty Hospital,34074.0,,,,,62.36363636363637,250.1000061,0.0,3603789.0,4918200.0,8.4
2963,Hotel,7,DOWNTOWN,2006,10,392552,22225,"Hotel, Parking",Hotel,198400.0,Parking,52400.0,,,23.0,88.0,0.0,10914911.0,6542646.0,1.08
2981,Worship Facility,5,North,1961,2,76475,0,"Other - Education, Worship Facility",Worship Facility,45442.0,Other - Education,31033.0,,,64.19047619047619,23.10000038,0.0,573241.0,1192573.0,0.88
2982,K-12 School,5,North,1988,2,32961,0,K-12 School,K-12 School,32961.0,,,,,86.0,47.70000076,0.0,446659.0,1126496.0,1.91
2985,Other,6,NORTHWEST,2004,1,27376,14570,"Library, Parking",Library,12806.0,Parking,0.0,,,62.36363636363637,84.59999847,0.0,668530.0,414390.0,0.97
2993,K-12 School,3,CENTRAL,1950,1,109794,0,K-12 School,K-12 School,109794.0,,,,,87.0,30.0,0.0,1294767.0,2001759.0,1.05
2995,Other,3,Central,1911,3,25200,0,Other - Lodging/Residential,Other - Lodging/Residential,25200.0,,,,,62.36363636363637,49.29999924,0.0,281188.0,961478.0,2.1
2996,Supermarket / Grocery Store,5,North,1996,1,44755,0,Supermarket/Grocery Store,Supermarket/Grocery Store,46978.0,,,,,56.0,245.1999969,0.0,5923610.0,5597529.0,7.57
2997,Other,3,EAST,1907,2,22320,0,"Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",22320.0,,,,,62.36363636363637,9.399999619,0.0,137286.0,72359.0,0.22
2998,Mixed Use Property,3,EAST,1912,3,24000,0,"Office, Other, Retail Store",Office,12000.0,Other,6000.0,Retail Store,6000.0,61.96153846153846,38.79999924,0.0,876004.0,56079.0,0.38
2999,Small- and Mid-Sized Office,3,EAST,1920,3,23422,0,Office,Office,23422.0,,,,,65.0,115.4000015,0.0,334292.0,2367580.0,5.47
3000,Other,3,EAST,1975,2,38879,11328,Urgent Care/Clinic/Other Outpatient,Urgent Care/Clinic/Other Outpatient,38879.0,,,,,62.36363636363637,86.69999695,0.0,3257087.0,114572.0,0.74
3003,Mixed Use Property,3,EAST,1998,5,53034,14625,"Multifamily Housing, Parking, Supermarket/Grocery Store",Multifamily Housing,22486.0,Supermarket/Grocery Store,14257.0,Parking,13308.0,93.0,92.30000305,0.0,2091625.0,1300504.0,1.58
3009,Warehouse,3,EAST,1920,2,23040,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,23040.0,,,,,99.0,3.5,0.0,72845.0,6867.0,0.04
3012,Warehouse,3,EAST,1958,2,61880,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,61880.0,,,,,66.0,9.600000381,0.0,595937.0,0.0,0.07
3014,Small- and Mid-Sized Office,3,EAST,1925,2,27938,0,"Office, Retail Store",Office,13917.0,Retail Store,13188.0,,,97.0,37.90000153,0.0,1024252.0,3142.0,0.26
3019,Other,4,NORTHEAST,1924,2,21600,0,"Other - Services, Retail Store",Other - Services,32580.0,Retail Store,9650.0,,,62.36363636363637,38.40000153,0.0,1623657.0,0.0,0.52
3020,Other,4,NORTHEAST,1929,3,27908,0,Other,Other,21886.0,,,,,62.36363636363637,92.69999695,0.0,964426.0,1063700.0,2.27
3022,K-12 School,3,CENTRAL,2000,2,30562,0,K-12 School,K-12 School,30562.0,,,,,69.0,53.09999847,0.0,659450.0,962781.0,1.82
3024,Retail Store,2,DOWNTOWN,2000,3,54969,0,Retail Store,Retail Store,54969.0,,,,,67.0,67.69999695,0.0,3434704.0,289394.0,0.72
3025,K-12 School,3,CENTRAL,1951,2,36825,0,"K-12 School, Office, Social/Meeting Hall, Worship Facility",K-12 School,44340.0,Worship Facility,10415.0,Social/Meeting Hall,4925.0,71.9795918367347,27.20000076,0.0,911763.0,843310.0,1.39
3028,Small- and Mid-Sized Office,3,EAST,1958,3,25834,0,Office,Office,31822.0,,,,,73.0,65.19999695,0.0,1219253.0,857036.0,2.09
3032,Worship Facility,3,EAST,1929,1,37700,0,Worship Facility,Worship Facility,52225.0,,,,,38.0,66.69999695,0.0,751827.0,2729901.0,3.98
3041,Mixed Use Property,3,Central,2004,6,97229,0,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,45300.0,Parking,35973.0,Retail Store,16956.0,100.0,16.39999962,0.0,1021754.0,0.0,0.07
3045,Small- and Mid-Sized Office,5,NORTHWEST,1982,3,25111,0,"Non-Refrigerated Warehouse, Office, Parking",Office,14256.0,Non-Refrigerated Warehouse,7850.0,Parking,0.0,77.0,43.20000076,0.0,557279.0,397074.0,0.99
3057,Worship Facility,7,MAGNOLIA / QUEEN ANNE,1953,2,31805,0,Worship Facility,Worship Facility,31805.0,,,,,10.0,51.59999847,0.0,407379.0,1234288.0,2.15
3058,K-12 School,7,MAGNOLIA / QUEEN ANNE,1953,1,20811,0,K-12 School,K-12 School,20811.0,,,,,95.0,60.90000153,0.0,505796.0,761553.0,2.11
3060,Warehouse,2,GREATER DUWAMISH,1967,2,22058,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,12644.0,Office,7286.0,,,1.0,99.69999695,0.0,847726.0,1139608.0,3.01
3063,Refrigerated Warehouse,2,GREATER DUWAMISH,1970,1,22890,0,"Office, Refrigerated Warehouse",Refrigerated Warehouse,43452.0,Office,2890.0,,,76.8,215.8999939,0.0,8922015.0,1083771.0,5.23
3064,Other,2,GREATER DUWAMISH,1907,5,36000,0,Other,Other,36000.0,,,,,62.36363636363637,30.89999962,0.0,346376.0,764918.0,1.2
3065,Distribution Center,2,GREATER DUWAMISH,1971,1,28320,0,"Distribution Center, Parking",Distribution Center,28320.0,Parking,0.0,,,1.0,149.6000061,0.0,3403624.0,832772.0,2.4
3072,Worship Facility,4,NORTHEAST,1955,1,29079,0,Worship Facility,Worship Facility,29079.0,,,,,78.0,29.60000038,0.0,511118.0,350526.0,0.76
3073,Small- and Mid-Sized Office,3,EAST,1982,3,28848,9616,"Office, Parking",Office,19232.0,Parking,9616.0,,,82.0,37.79999924,0.0,726917.0,0.0,0.18
3076,Small- and Mid-Sized Office,6,Ballard,1988,2,20535,0,"Distribution Center, Office",Office,13600.0,Distribution Center,8200.0,,,7.0,84.19999695,0.0,1274260.0,561544.0,1.89
3077,Laboratory,7,MAGNOLIA / QUEEN ANNE,1985,2,43025,0,"Laboratory, Other",Laboratory,29527.0,Other,13498.0,,,63.63590772316951,218.3000031,0.0,5264469.0,4128638.0,5.95
3079,Warehouse,2,GREATER DUWAMISH,1965,1,30800,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,30800.0,,,,,65.0,15.80000019,0.0,485971.0,0.0,0.11
3087,Mixed Use Property,3,EAST,1900,3,22168,0,"Multifamily Housing, Other - Entertainment/Public Assembly",Multifamily Housing,11084.0,Other - Entertainment/Public Assembly,11084.0,,,61.96153846153846,80.5,0.0,982475.0,801910.0,2.23
3088,Warehouse,2,GREATER DUWAMISH,1922,1,37400,0,"Distribution Center, Non-Refrigerated Warehouse, Supermarket/Grocery Store",Non-Refrigerated Warehouse,27271.0,Supermarket/Grocery Store,5706.0,Distribution Center,4473.0,73.0,24.70000076,0.0,894740.0,29453.0,0.21
3094,Large Office,2,DOWNTOWN,2000,11,268130,0,Office,Office,268130.0,,,,,88.0,56.0,0.0,14980783.0,45567.0,0.4
3095,Small- and Mid-Sized Office,2,DOWNTOWN,2000,11,68452,0,"Bank Branch, Office",Office,61665.0,Bank Branch,6787.0,,,79.0,55.29999924,0.0,3782378.0,0.0,0.39
3096,Large Office,2,DOWNTOWN,2000,11,273185,0,Office,Office,281566.0,,,,,88.0,52.20000076,0.0,14709149.0,0.0,0.38
3097,K-12 School,4,NORTHEAST,1924,3,97500,0,K-12 School,K-12 School,97500.0,,,,,97.0,38.29999924,0.0,910698.0,2826262.0,1.6
3098,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,1982,5,54015,0,Office,Office,54015.0,,,,,75.0,55.90000153,0.0,3020001.0,0.0,0.39
3105,Restaurant,7,DOWNTOWN,1985,13,42000,0,"Office, Other, Other - Restaurant/Bar, Strip Mall",Other - Restaurant/Bar,26554.0,Other,15310.0,Strip Mall,7673.0,63.63590772316951,148.0,2513519.25,4351882.0,933062.0,6.52
3108,Large Office,7,DOWNTOWN,1982,24,119701,0,"Office, Retail Store",Office,102878.0,Retail Store,16823.0,,,67.0,70.0,0.0,8382139.0,0.0,0.49
3109,Other,5,NORTH,1965,1,24697,0,"Library, Other - Services",Library,15300.0,Other - Services,4717.0,,,62.36363636363637,64.69999695,0.0,859009.0,436677.0,1.18
3110,University,3,CENTRAL,2013,1,57468,0,College/University,College/University,67750.0,,,,,63.63590772316951,52.29999924,0.0,2133182.0,1410803.0,1.56
3111,University,3,EAST,2006,5,84000,0,College/University,College/University,84300.0,,,,,63.63590772316951,144.5,0.0,4446528.0,7737596.0,5.26
3114,Retail Store,7,DOWNTOWN,1991,3,103000,0,Retail Store,Retail Store,103000.0,,,,,89.0,50.59999847,0.0,4243144.0,971477.0,0.79
3115,Supermarket / Grocery Store,1,SOUTHWEST,2008,1,37864,0,Supermarket/Grocery Store,Supermarket/Grocery Store,37864.0,,,,,61.0,212.0,0.0,5407602.0,2618093.0,4.67
3116,Supermarket / Grocery Store,3,EAST,1950,2,66497,0,Supermarket/Grocery Store,Supermarket/Grocery Store,66497.0,,,,,84.0,139.6999969,0.0,9133009.0,157203.0,1.08
3117,Retail Store,7,MAGNOLIA / QUEEN ANNE,2006,4,34010,0,Retail Store,Retail Store,38428.0,,,,,66.11111111111111,92.69999695,0.0,3560614.0,0.0,0.73
3118,Supermarket / Grocery Store,7,MAGNOLIA / QUEEN ANNE,2006,4,45980,0,Supermarket/Grocery Store,Supermarket/Grocery Store,45980.0,,,,,79.0,180.6000061,0.0,5369235.0,2936020.0,4.21
3121,Retail Store,3,EAST,1996,3,45743,0,Retail Store,Retail Store,45243.0,,,,,88.0,117.4000015,0.0,4307444.0,1005772.0,1.82
3123,Other,3,CENTRAL,1991,1,45000,0,"Fitness Center/Health Club/Gym, Swimming Pool",Fitness Center/Health Club/Gym,45000.0,Swimming Pool,0.0,,,62.36363636363637,77.90000153,0.0,1051644.0,2453853.0,3.06
3124,Other,2,GREATER DUWAMISH,1999,6,333698,0,"Other - Entertainment/Public Assembly, Parking",Parking,432903.0,Other - Entertainment/Public Assembly,333698.0,,,62.36363636363637,41.09999847,0.0,9401937.0,4328267.0,0.89
3125,Warehouse,2,GREATER DUWAMISH,1904,4,72859,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,72859.0,,,,,55.0,20.60000038,0.0,1455485.0,42973.0,0.17
3129,Mixed Use Property,2,GREATER DUWAMISH,2004,3,21947,0,"Office, Other, Parking",Other,14877.0,Office,12023.0,Parking,4920.0,61.96153846153846,57.79999924,0.0,969591.0,585008.0,1.72
3130,Warehouse,4,NORTHEAST,1940,1,384772,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,349953.0,Office,63872.0,,,69.0,36.70000076,0.0,9014872.0,6191888.0,1.02
3131,Medical Office,4,NORTHEAST,1960,1,30287,0,Medical Office,Medical Office,28050.0,,,,,32.0,78.19999695,0.0,1815405.0,377710.0,1.08
3132,Small- and Mid-Sized Office,4,NORTHEAST,1960,1,21931,0,Office,Office,31845.0,Office,31845.0,,,32.0,124.0,0.0,1398591.0,2548619.0,6.62
3133,Small- and Mid-Sized Office,7,DOWNTOWN,1985,6,73102,0,"Office, Parking",Office,92723.0,Parking,18364.0,,,84.0,46.5,0.0,4307238.0,0.0,0.41
3134,Mixed Use Property,3,EAST,1916,2,140823,59401,"Multifamily Housing, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc), Retail Store, Supermarket/Grocery Store",Parking,89820.0,Supermarket/Grocery Store,64000.0,Multifamily Housing,41014.0,61.96153846153846,19.70000076,0.0,2554939.0,207907.0,0.2
3136,Mixed Use Property,2,GREATER DUWAMISH,1966,1,87458,0,"Data Center, Distribution Center, Office, Other",Office,41097.0,Distribution Center,39772.0,Other,6275.0,61.96153846153846,96.90000153,0.0,3890327.0,4584911.0,3.09
3141,Supermarket / Grocery Store,5,NORTH,2011,1,51400,0,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,51841.0,Parking,0.0,,,74.0,225.6999969,0.0,6889168.0,4813790.0,5.91
3144,Small- and Mid-Sized Office,4,LAKE UNION,1993,1,26263,0,Office,Office,26263.0,,,,,64.0,62.20000076,0.0,1634669.0,0.0,0.43
3155,Other,3,CENTRAL,1968,1,21400,0,"Fitness Center/Health Club/Gym, Other - Recreation, Swimming Pool",Other - Recreation,11737.0,Fitness Center/Health Club/Gym,9003.0,Swimming Pool,0.0,62.36363636363637,249.3000031,0.0,2514599.0,2656210.0,7.41
3156,Laboratory,3,EAST,2000,8,178000,0,Laboratory,Laboratory,181930.0,,,,,63.63590772316951,292.2000122,31030194.0,22135959.0,0.0,14.32
3158,Large Office,2,GREATER DUWAMISH,2005,4,162157,0,"Office, Other - Services",Office,88698.0,Other - Services,72726.0,,,77.4375,251.6000061,0.0,35110865.0,5502867.0,3.31
3160,Supermarket / Grocery Store,7,MAGNOLIA / QUEEN ANNE,2003,4,33997,0,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,33997.0,Parking,30000.0,,,23.0,262.6000061,0.0,8224625.0,702110.0,2.78
3162,Large Office,7,LAKE UNION,2012,11,526423,0,"Office, Other, Parking",Office,400536.0,Parking,182439.0,Other,7177.0,97.0,42.79999924,0.0,16565434.0,898308.0,0.31
3163,Mixed Use Property,7,DOWNTOWN,1902,6,74211,0,"Multifamily Housing, Office, Parking",Office,33279.0,Multifamily Housing,29878.0,Parking,8421.0,97.0,21.5,0.0,1357120.0,0.0,0.13
3165,Warehouse,2,SOUTHEAST,1988,2,45700,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,293707.0,,,,,99.0,5.300000191,0.0,1441594.0,102600.0,0.34
3168,Other,4,NORTHEAST,1929,1,502030,0,Other - Recreation,Other - Recreation,564258.0,,,,,62.36363636363637,32.70000076,0.0,9359884.0,9110455.0,1.09
3171,Other,5,NORTHWEST,2012,2,53575,0,Urgent Care/Clinic/Other Outpatient,Urgent Care/Clinic/Other Outpatient,53575.0,,,,,62.36363636363637,593.5999756,0.0,23173477.0,8630089.0,11.57
3173,Large Office,2,GREATER DUWAMISH,2012,6,157345,0,Office,Office,157345.0,,,,,63.0,73.90000153,0.0,11385578.0,238969.0,0.59
3175,Residence Hall,4,NORTHEAST,2012,5,136758,0,Residence Hall/Dormitory,Residence Hall/Dormitory,207017.0,,,,,90.0,30.29999924,0.0,3420620.0,2854748.0,1.28
3176,Residence Hall,4,NORTHEAST,2012,7,192259,0,"Residence Hall/Dormitory, Supermarket/Grocery Store",Residence Hall/Dormitory,188118.0,Supermarket/Grocery Store,7000.0,,,72.0,44.90000153,0.0,5931729.0,2835888.0,1.0
3178,Other,1,GREATER DUWAMISH,2012,2,137138,0,Other - Utility,Other - Utility,138602.0,,,,,62.36363636363637,39.5,0.0,5475366.0,0.0,0.28
3182,Other,3,EAST,2012,7,267470,0,"Hospital (General Medical & Surgical), Other",Other,160482.0,Hospital (General Medical & Surgical),106988.0,,,62.36363636363637,159.1999969,18547858.0,23795911.0,0.0,5.97
3187,Hospital,4,NORTHEAST,2013,8,330000,0,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),241500.0,,,,,58.0,239.1999969,0.0,27703081.0,30061325.0,5.42
3192,Retail Store,7,MAGNOLIA / QUEEN ANNE,1918,3,43832,0,"Hotel, Parking, Retail Store",Retail Store,24588.0,Hotel,17558.0,Parking,1686.0,67.0,92.19999695,0.0,1343774.0,2542771.0,3.29
3193,Other,1,SOUTHWEST,1987,6,146363,0,Strip Mall,Strip Mall,146363.0,,,,,62.36363636363637,80.09999847,0.0,6438541.0,5292013.0,2.23
3198,Supermarket / Grocery Store,1,SOUTHWEST,2011,1,67263,0,Supermarket/Grocery Store,Supermarket/Grocery Store,67263.0,,,,,78.0,218.5,0.0,9272449.0,5425036.0,5.24
3199,Large Office,7,DOWNTOWN,1988,13,354086,149326,"Data Center, Multifamily Housing, Office, Other, Parking",Office,193393.0,Parking,149326.0,Multifamily Housing,38225.0,88.0,56.70000076,0.0,12288296.0,1170651.0,0.42
3201,Worship Facility,4,NORTHEAST,2008,2,70292,0,Worship Facility,Worship Facility,70292.0,,,,,37.0,27.5,0.0,977731.0,956080.0,0.82
3203,Other,7,DOWNTOWN,1975,7,90679,35120,"Data Center, Parking",Data Center,60000.0,Parking,30700.0,,,100.0,694.7000122,0.0,41680634.0,0.0,3.2
3205,Laboratory,7,LAKE UNION,2013,8,339591,114010,"Convenience Store without Gas Station, Laboratory, Parking",Laboratory,172793.0,Parking,139241.0,Convenience Store without Gas Station,294.0,63.63590772316951,240.8999939,0.0,24410204.0,17286256.0,3.2
3214,K-12 School,3,EAST,2014,2,35780,0,K-12 School,K-12 School,38000.0,,,,,22.0,76.59999847,0.0,2234214.0,678050.0,1.44
3216,Large Office,7,MAGNOLIA / QUEEN ANNE,2013,3,105061,28217,"Office, Parking",Office,83533.0,Parking,28217.0,,,100.0,16.29999924,0.0,1363192.0,0.0,0.09
3218,Small- and Mid-Sized Office,3,DOWNTOWN,2013,3,62662,14989,Office,Office,47000.0,,,,,67.0,53.20000076,0.0,2444599.0,57532.0,0.32
3221,Hotel,6,BALLARD,2013,4,62381,22948,"Hotel, Parking, Swimming Pool",Hotel,60245.0,Parking,26067.0,Swimming Pool,0.0,62.0,58.0,0.0,3497215.0,0.0,0.39
3228,Senior Care Community,3,Central,2013,6,79805,0,"Parking, Senior Care Community",Senior Care Community,79805.0,Parking,7000.0,,,25.0,94.40000153,0.0,4663661.0,2867663.0,2.32
3230,K-12 School,5,NORTHWEST,2014,2,48925,0,K-12 School,K-12 School,63500.0,,,,,82.0,26.20000076,0.0,1384383.0,246907.0,0.47
3232,Other,7,MAGNOLIA / QUEEN ANNE,1962,1,29000,0,Other,Other,25100.0,,,,,62.36363636363637,83.40000153,0.0,1604709.0,824505.0,1.9
3233,Other,4,NORTHEAST,2013,6,305025,239252,"Lifestyle Center, Medical Office",Lifestyle Center,318986.0,Medical Office,19909.0,,,62.36363636363637,76.59999847,0.0,12331431.0,13628209.0,2.65
3235,Large Office,2,GREATER DUWAMISH,2014,7,333714,146687,"Office, Parking",Office,191333.0,Parking,133432.0,,,77.4375,23.89999962,0.0,4359095.0,222397.0,0.13
3240,Other,2,GREATER DUWAMISH,2014,2,56988,0,"Automobile Dealership, Parking",Automobile Dealership,24520.0,Parking,0.0,,,62.36363636363637,22.20000076,0.0,276732.0,267440.0,0.28
3252,University,2,GREATER DUWAMISH,2007,2,149856,0,College/University,College/University,149856.0,,,,,63.63590772316951,42.29999924,0.0,4967236.0,1368079.0,0.72
