,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofFloors,PropertyGFATotal,PropertyGFAParking,ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),GHGEmissionsIntensity
1161,Small- and Mid-Sized Office,6,LAKE UNION,2001,5,33740,6010,"Office, Parking, Retail Store",Office,15908.0,Retail Store,8762.0,Parking,1500.0,79.0,52.29999924,0.0,1291405.0,0.0,0.27
1162,Retail Store,6,LAKE UNION,1911,2,20516,0,"Hotel, Retail Store",Retail Store,10155.0,Hotel,8000.0,,,98.0,56.29999924,0.0,264984.0,756812.0,2.05
1163,Retail Store,6,LAKE UNION,1906,3,27480,0,"Office, Retail Store",Retail Store,22218.0,Office,8668.0,,,88.0,39.29999924,0.0,1215156.0,0.0,0.31
1165,Mixed Use Property,6,LAKE UNION,1947,1,46958,0,"Bank Branch, Bar/Nightclub, Office, Parking",Office,40313.0,Parking,33976.0,Bar/Nightclub,4579.0,95.0,38.70000076,0.0,1436548.0,382320.0,0.65
1166,Distribution Center,6,LAKE UNION,1984,1,26532,0,Distribution Center,Distribution Center,26532.0,,,,,5.0,72.90000153,0.0,784585.0,1149639.0,2.51
1167,Small- and Mid-Sized Office,6,LAKE UNION,1981,2,22388,0,"Multifamily Housing, Office",Office,19600.0,Multifamily Housing,2788.0,,,67.21794871794872,25.70000076,0.0,458439.0,117966.0,0.42
1168,Other,6,LAKE UNION,1969,1,30730,0,Other,Other,30730.0,,,,,62.36363636363637,99.30000305,0.0,1918002.0,1132453.0,2.39
1169,Small- and Mid-Sized Office,6,LAKE UNION,1986,2,35600,0,"Office, Parking",Office,36839.0,Parking,0.0,,,47.0,59.0,0.0,2104103.0,69040.0,0.52
1171,Worship Facility,7,MAGNOLIA / QUEEN ANNE,1949,3,62000,0,"Other, Worship Facility",Worship Facility,57200.0,Other,5000.0,,,81.0,28.89999962,0.0,286965.0,1512699.0,1.33
1172,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,1981,2,23600,0,Office,Office,23600.0,,,,,82.0,32.90000153,0.0,776249.0,0.0,0.23
1174,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,1986,3,40067,0,Office,Office,40067.0,,,,,43.0,57.5,0.0,2303732.0,0.0,0.4
1175,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,1989,3,26419,6922,Office,Office,26419.0,,,,,67.0,40.70000076,0.0,1074989.0,0.0,0.28
1176,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,1979,3,25262,0,Office,Office,25262.0,,,,,54.0,58.20000076,0.0,1174674.0,294882.0,0.94
1177,Other,6,LAKE UNION,1996,3,53103,0,Other,Other,38723.0,,,,,62.36363636363637,126.0,0.0,4788878.0,89080.0,0.72
1178,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,1980,3,34106,0,Office,Office,32739.0,,,,,57.0,49.5,0.0,1619177.0,0.0,0.33
1179,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,1980,3,34545,0,Office,Office,34545.0,,,,,29.0,67.0,0.0,2313979.0,0.0,0.47
1180,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,1980,3,70296,0,Office,Office,70296.0,,,,,86.0,39.59999847,0.0,2782066.0,0.0,0.28
1181,Small- and Mid-Sized Office,7,DOWNTOWN,1902,4,27838,0,Office,Office,27838.0,,,,,77.0,43.70000076,0.0,1217509.0,0.0,0.3
1182,Distribution Center,1,DELRIDGE,1971,2,28368,0,"Distribution Center, Office",Distribution Center,35300.0,Office,9408.0,,,53.725,41.5,0.0,1486130.0,370100.0,1.06
1189,Other,5,NORTHWEST,1964,2,92080,0,Other,Other,92129.0,,,,,62.36363636363637,56.0,0.0,3179345.0,1975745.0,1.38
1191,Other,5,NORTHWEST,1961,1,20236,0,Other - Recreation,Other - Recreation,20236.0,,,,,62.36363636363637,97.09999847,0.0,1187424.0,777758.0,2.45
1192,Small- and Mid-Sized Office,5,NORTHWEST,1951,2,39815,0,"Non-Refrigerated Warehouse, Office",Office,27118.0,Non-Refrigerated Warehouse,12697.0,,,62.0,51.5,0.0,1488811.0,561790.0,1.01
1194,Other,5,NORTHWEST,1970,4,25557,0,Residential Care Facility,Residential Care Facility,25557.0,,,,,62.36363636363637,89.19999695,0.0,2280352.0,0.0,0.62
1195,Other,5,NORTHWEST,1958,2,26994,0,"Office, Other - Services",Other - Services,16243.0,Office,10751.0,,,62.36363636363637,114.0,0.0,881662.0,2195151.0,4.55
1196,Warehouse,5,NORTHWEST,1972,1,48112,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,48112.0,,,,,73.0,30.89999962,0.0,1485946.0,0.0,0.22
1197,Other,5,NORTHWEST,2009,1,20909,0,"Other - Public Services, Parking",Other - Public Services,19050.0,Parking,0.0,,,62.36363636363637,63.40000153,0.0,678411.0,529618.0,1.57
1198,Small- and Mid-Sized Office,5,NORTHWEST,2001,2,42793,16518,"Office, Parking",Office,26275.0,Parking,16518.0,,,27.0,67.40000153,0.0,1772188.0,0.0,0.29
1201,Other,5,NORTHWEST,2007,2,45000,0,Other - Recreation,Other - Recreation,45000.0,,,,,62.36363636363637,131.3999939,0.0,2973668.0,2938397.0,3.93
1203,Retail Store,5,NORTHWEST,1998,1,26115,0,Retail Store,Retail Store,26115.0,,,,,43.0,64.69999695,0.0,1148350.0,541023.0,1.41
1205,Worship Facility,4,NORTHEAST,1949,1,26033,0,"Parking, Worship Facility",Worship Facility,30044.0,Parking,0.0,,,78.0,38.20000076,0.0,340323.0,808817.0,1.74
1207,K-12 School,7,MAGNOLIA / QUEEN ANNE,2007,4,48660,0,K-12 School,K-12 School,49468.0,,,,,82.0,38.0,0.0,822509.0,1059007.0,1.27
1208,Senior Care Community,7,MAGNOLIA / QUEEN ANNE,1970,2,46539,0,Senior Care Community,Senior Care Community,46539.0,,,,,73.0,116.0,0.0,2306556.0,3093493.0,3.88
1210,Residence Hall,7,DOWNTOWN,1909,4,29796,0,Residence Hall/Dormitory,Residence Hall/Dormitory,29796.0,,,,,47.0,75.0,0.0,845812.0,1387450.0,2.67
1211,Retail Store,7,DOWNTOWN,1920,2,26400,0,"Office, Parking, Retail Store",Retail Store,14428.0,Office,7200.0,Parking,2788.0,36.0,45.5,0.0,761163.0,222433.0,0.65
1212,Small- and Mid-Sized Office,7,DOWNTOWN,1918,3,38148,0,"Office, Retail Store",Office,37853.0,Retail Store,12495.0,,,98.0,25.10000038,0.0,1262255.0,0.0,0.23
1214,Mixed Use Property,7,LAKE UNION,1928,2,28800,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,14400.0,Office,14400.0,,,61.96153846153846,15.89999962,0.0,249311.0,207642.0,0.44
1215,Worship Facility,7,MAGNOLIA / QUEEN ANNE,1955,5,31945,0,"Parking, Worship Facility",Worship Facility,31945.0,Parking,0.0,,,4.0,56.5,0.0,1806468.0,0.0,0.39
1220,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,1985,5,85963,33055,"Office, Parking",Office,52908.0,Parking,33055.0,,,43.0,84.69999695,0.0,4480960.0,0.0,0.36
1226,Retail Store,7,DOWNTOWN,1900,4,34680,0,Retail Store,Retail Store,34680.0,,,,,92.0,33.70000076,0.0,774990.0,394959.0,0.76
1227,Worship Facility,7,DOWNTOWN,1968,3,75058,34510,Worship Facility,Worship Facility,75058.0,,,,,24.0,74.40000153,0.0,1057107.0,4530240.0,3.3
1230,Retail Store,7,DOWNTOWN,1915,1,36504,0,Retail Store,Retail Store,16200.0,,,,,2.0,129.6999969,0.0,1968493.0,132489.0,0.57
1231,Small- and Mid-Sized Office,7,DOWNTOWN,1907,6,35200,0,Office,Office,35200.0,,,,,8.0,85.19999695,0.0,2998208.0,0.0,0.59
1232,Small- and Mid-Sized Office,7,DOWNTOWN,1907,5,35840,0,Office,Office,35840.0,,,,,83.0,42.90000153,0.0,723240.0,815511.0,1.35
1233,Other,7,DOWNTOWN,1941,2,25920,0,Bank Branch,Bank Branch,23230.0,,,,,60.0,57.40000153,0.0,1333432.0,0.0,0.36
1234,Small- and Mid-Sized Office,7,DOWNTOWN,1928,4,30525,0,"Office, Retail Store",Office,15609.0,Retail Store,6104.0,,,17.0,132.8000031,762032.8125,2121106.0,0.0,2.41
1237,Other,7,EAST,1964,4,49243,0,Other/Specialty Hospital,Other/Specialty Hospital,52284.0,,,,,62.36363636363637,162.1000061,0.0,7560588.0,915594.0,2.06
1244,Other,3,EAST,1912,3,20411,0,Social/Meeting Hall,Social/Meeting Hall,20411.0,,,,,62.36363636363637,98.69999695,0.0,774943.0,1239533.0,3.49
1252,Medical Office,3,EAST,1962,2,30855,10285,Medical Office,Medical Office,21571.0,,,,,2.0,136.6000061,0.0,1537788.0,1408968.0,2.77
1253,Small- and Mid-Sized Office,3,EAST,1910,3,73549,0,"Office, Worship Facility",Office,41632.0,Worship Facility,31917.0,,,90.0,38.5,0.0,927581.0,1901370.0,1.46
1255,Other,3,EAST,1988,5,45780,11400,"Other - Education, Parking",Other - Education,45780.0,Parking,4500.0,,,62.36363636363637,236.6999969,5473370.5,5305454.0,55262.0,10.1
1256,Medical Office,3,EAST,1963,3,39115,0,Medical Office,Medical Office,50000.0,,,,,42.0,74.69999695,0.0,2998320.0,736988.0,1.53
1257,Other,7,EAST,1916,3,38038,0,"Food Service, Office, Other - Entertainment/Public Assembly",Other - Entertainment/Public Assembly,35886.0,Office,1184.0,Food Service,436.0,62.36363636363637,29.5,682047.625,425243.0,0.0,1.46
1258,Worship Facility,7,EAST,1962,3,37796,0,"Parking, Worship Facility",Worship Facility,53000.0,Parking,17600.0,,,55.0,46.5,1379517.75,883838.0,202628.0,3.27
1262,Small- and Mid-Sized Office,6,Ballard,1993,1,27744,0,"Data Center, Office, Other",Office,18380.0,Other,6060.0,Data Center,3304.0,67.21794871794872,193.0,0.0,5355752.0,0.0,1.35
1263,Warehouse,6,BALLARD,1960,1,36444,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,36444.0,,,,,80.0,4.400000095,0.0,161311.0,0.0,0.03
1264,Warehouse,6,BALLARD,1950,1,27553,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,27553.0,,,,,63.0,35.09999847,0.0,427592.0,539085.0,1.15
1265,Distribution Center,6,BALLARD,1951,1,57310,0,Distribution Center,Distribution Center,57310.0,,,,,53.725,21.89999962,0.0,687408.0,566337.0,0.61
1266,Mixed Use Property,7,LAKE UNION,1920,2,25920,0,"Office, Other, Other - Services, Residence Hall/Dormitory, Restaurant",Office,10109.0,Other - Services,7016.0,Restaurant,3609.0,61.96153846153846,38.20000076,0.0,779325.0,209754.0,0.64
1267,Restaurant,7,LAKE UNION,1919,3,40686,0,Restaurant,Restaurant,40686.0,,,,,63.63590772316951,51.79999924,0.0,842032.0,1264041.0,1.79
1268,Retail Store,7,LAKE UNION,1964,2,45271,0,Retail Store,Retail Store,45271.0,,,,,57.0,56.40000153,0.0,1146853.0,1406910.0,1.83
1269,Small- and Mid-Sized Office,7,LAKE UNION,1920,3,28380,12180,Office,Office,28380.0,,,,,62.0,48.40000153,0.0,804313.0,567900.0,1.26
1270,Large Office,7,LAKE UNION,2009,5,508160,0,"Food Service, Office, Parking",Office,329850.0,Parking,162894.0,Food Service,11846.0,77.0,82.09999847,0.0,21725258.0,6327910.0,0.96
1271,Small- and Mid-Sized Office,7,LAKE UNION,1926,3,26176,0,Office,Office,23730.0,,,,,95.0,40.70000076,0.0,417532.0,549375.0,1.23
1272,Small- and Mid-Sized Office,3,LAKE UNION,1926,1,37740,0,"Office, Parking",Office,37481.0,Parking,0.0,,,1.0,198.6000061,0.0,6974197.0,468117.0,1.95
1273,Other,7,MAGNOLIA / QUEEN ANNE,1961,1,26000,0,Other,Other,49847.0,,,,,62.36363636363637,105.9000015,2097789.75,3179693.0,0.0,7.08
1275,Worship Facility,7,MAGNOLIA / QUEEN ANNE,2009,3,23241,0,Worship Facility,Worship Facility,23241.0,,,,,66.0,31.79999924,0.0,403459.0,335751.0,0.89
1276,Other,7,MAGNOLIA / QUEEN ANNE,1962,1,155795,0,Other,Other,155795.0,,,,,62.36363636363637,113.4000015,0.0,14798552.0,2874465.0,1.64
1277,Other,7,MAGNOLIA / QUEEN ANNE,2002,1,21018,0,Other,Other,21018.0,,,,,62.36363636363637,83.80000305,175780.0,1585357.0,0.0,1.17
1278,Other,7,MAGNOLIA / QUEEN ANNE,1998,1,30533,0,Museum,Museum,28631.0,,,,,62.36363636363637,206.1999969,0.0,2630916.0,3272098.0,6.29
1279,Other,7,MAGNOLIA / QUEEN ANNE,1961,2,33971,0,Other - Recreation,Other - Recreation,50000.0,,,,,62.36363636363637,353.7000122,0.0,9002735.0,8683709.0,15.42
1280,Other,7,MAGNOLIA / QUEEN ANNE,1992,2,40600,0,Other,Other,33000.0,,,,,62.36363636363637,56.40000153,137900.0,1509514.0,374537.0,1.01
1281,Small- and Mid-Sized Office,7,LAKE UNION,1999,4,38038,0,"Office, Parking",Office,38038.0,Parking,19600.0,,,84.0,52.70000076,0.0,2003807.0,0.0,0.37
1282,Small- and Mid-Sized Office,7,LAKE UNION,2007,4,64596,24596,"Office, Parking",Office,41591.0,Parking,21350.0,,,92.0,60.70000076,0.0,1219486.0,1304742.0,1.2
1283,Small- and Mid-Sized Office,7,LAKE UNION,1928,3,41466,6062,"Laboratory, Office, Parking",Office,35404.0,Laboratory,5000.0,Parking,1250.0,1.0,227.5,0.0,5506689.0,3683752.0,5.64
1285,Large Office,7,LAKE UNION,2013,6,130710,100800,"Bank Branch, Office, Parking, Restaurant",Office,120548.0,Parking,88960.0,Bank Branch,5436.0,92.0,56.79999924,0.0,6677063.0,752359.0,0.66
1286,Small- and Mid-Sized Office,7,LAKE UNION,1926,4,35780,0,"Office, Parking, Retail Store",Office,22341.0,Retail Store,8214.0,Parking,5225.0,77.0,62.59999847,0.0,1912760.0,0.0,0.37
1288,Mixed Use Property,7,MAGNOLIA / QUEEN ANNE,1964,4,25132,7308,"Office, Parking, Restaurant",Office,8061.0,Parking,8000.0,Restaurant,2095.0,41.0,55.59999847,0.0,564754.0,0.0,0.16
1291,Other,7,DOWNTOWN,1966,1,49680,0,Other,Other,49680.0,,,,,62.36363636363637,57.29999924,1427730.0,1310105.0,0.0,2.4
1292,Other,7,DOWNTOWN,1962,1,36314,0,Other,Other,36314.0,,,,,62.36363636363637,50.5,204650.0,1110431.0,391578.0,1.22
1293,Other,7,DOWNTOWN,1916,2,25920,0,"Other - Entertainment/Public Assembly, Restaurant, Retail Store",Other - Entertainment/Public Assembly,11888.0,Restaurant,4329.0,Retail Store,4029.0,62.36363636363637,62.09999847,0.0,1257774.0,0.0,0.34
1294,Small- and Mid-Sized Office,7,DOWNTOWN,1919,4,47686,0,"Office, Retail Store",Office,25500.0,Retail Store,8500.0,,,72.0,60.90000153,897694.0,1173976.0,0.0,1.62
1297,Mixed Use Property,7,DOWNTOWN,1900,2,49280,0,"Food Sales, Office, Restaurant, Retail Store, Self-Storage Facility, Social/Meeting Hall",Retail Store,15614.0,Restaurant,9240.0,Social/Meeting Hall,8199.0,61.96153846153846,110.3000031,0.0,4128496.0,1308614.0,1.99
1300,Low-Rise Multifamily,7,DOWNTOWN,1942,4,45500,0,"Bar/Nightclub, Food Sales, Multifamily Housing, Restaurant, Retail Store, Self-Storage Facility",Multifamily Housing,22669.0,Retail Store,10455.0,Restaurant,3668.0,32.0,85.19999695,0.0,3778355.0,0.0,0.58
1301,Restaurant,7,DOWNTOWN,1912,2,25380,0,"Food Sales, Office, Restaurant",Restaurant,17114.0,Food Sales,6426.0,Office,1840.0,63.63590772316951,271.8999939,0.0,3202277.0,3699277.0,8.62
1302,Small- and Mid-Sized Office,7,DOWNTOWN,1915,6,40715,0,"Non-Refrigerated Warehouse, Office, Retail Store",Office,20895.0,Retail Store,16260.0,Non-Refrigerated Warehouse,3560.0,67.21794871794872,69.5,0.0,2282146.0,545627.0,1.1
1306,Mixed Use Property,7,DOWNTOWN,1990,4,82065,34800,"Office, Parking, Retail Store",Parking,36036.0,Office,27594.0,Retail Store,13945.0,91.0,41.29999924,0.0,1717131.0,0.0,0.15
1308,Small- and Mid-Sized Office,7,DOWNTOWN,1910,4,36160,0,Office,Office,36160.0,,,,,47.0,51.5,0.0,1862177.0,0.0,0.36
1309,Mixed Use Property,7,DOWNTOWN,1918,1,34617,0,"Food Sales, Manufacturing/Industrial Plant, Office, Other - Entertainment/Public Assembly, Other - Restaurant/Bar, Restaurant, Retail Store, Self-Storage Facility",Other - Restaurant/Bar,6455.0,Office,5813.0,Manufacturing/Industrial Plant,5581.0,61.96153846153846,148.3999939,0.0,2805989.0,2330615.0,4.14
1314,Small- and Mid-Sized Office,7,DOWNTOWN,1909,5,66900,0,Office,Office,68048.0,,,,,100.0,24.0,0.0,1574921.0,59257.0,0.21
1315,Mixed Use Property,7,DOWNTOWN,1910,3,29340,0,"Multifamily Housing, Office, Restaurant",Office,12714.0,Multifamily Housing,11592.0,Restaurant,2836.0,61.96153846153846,79.59999847,0.0,839832.0,1320588.0,2.59
1317,Other,7,DOWNTOWN,1930,2,22710,0,Food Service,Food Service,22710.0,,,,,62.36363636363637,12.69999981,0.0,287763.0,0.0,0.09
1320,Small- and Mid-Sized Office,4,LAKE UNION,2000,3,50499,13540,"Office, Parking",Office,36959.0,Parking,13540.0,,,13.0,86.69999695,0.0,3202764.0,2418.0,0.44
1321,Small- and Mid-Sized Office,4,LAKE UNION,1964,5,54465,9605,"Office, Parking",Office,57972.0,Parking,0.0,,,68.0,62.09999847,0.0,3251200.0,349371.0,0.76
1322,K-12 School,3,EAST,1930,2,45960,0,K-12 School,K-12 School,45960.0,,,,,56.0,90.69999695,0.0,834638.0,3332616.0,3.98
1326,Small- and Mid-Sized Office,7,LAKE UNION,1959,2,21128,0,Office,Office,21128.0,,,,,97.0,20.70000076,0.0,436604.0,0.0,0.14
1328,Mixed Use Property,7,LAKE UNION,2008,4,274442,0,"Hotel, Multifamily Housing, Parking, Retail Store",Hotel,108763.0,Parking,105499.0,Multifamily Housing,58152.0,61.96153846153846,54.20000076,0.0,5764988.0,3390579.0,0.8
1329,Small- and Mid-Sized Office,7,LAKE UNION,2013,3,51552,0,"Data Center, Office",Office,54150.0,Data Center,650.0,,,67.21794871794872,28.10000038,0.0,1539066.0,0.0,0.21
1330,Hotel,7,LAKE UNION,1959,4,38520,0,Hotel,Hotel,38500.0,,,,,37.0,72.80000305,0.0,1597279.0,1207255.0,1.95
1331,Hotel,7,LAKE UNION,1961,3,29186,4256,Hotel,Hotel,19000.0,,,,,95.0,45.59999847,0.0,343234.0,523951.0,1.04
1333,Worship Facility,7,LAKE UNION,1960,1,27338,0,Worship Facility,Worship Facility,27338.0,,,,,56.0,21.29999924,0.0,581289.0,0.0,0.15
1335,Other,3,EAST,1999,2,85750,65640,"K-12 School, Parking",Parking,65000.0,K-12 School,20000.0,,,62.36363636363637,102.3000031,0.0,669413.0,1376179.0,0.91
1337,Laboratory,7,MAGNOLIA / QUEEN ANNE,1962,2,34416,0,"Laboratory, Office, Parking",Laboratory,20649.0,Office,13767.0,Parking,2000.0,63.63590772316951,349.1000061,0.0,4675400.0,7340535.0,12.27
1338,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,1930,3,45864,0,Office,Office,45864.0,,,,,94.0,56.5,0.0,480350.0,2110272.0,2.52
1340,K-12 School,5,NORTHWEST,1999,2,49252,0,K-12 School,K-12 School,61099.0,,,,,23.0,57.09999847,0.0,1738749.0,1747116.0,2.13
1351,Small- and Mid-Sized Office,4,LAKE UNION,1987,3,33176,0,"Office, Parking",Office,33176.0,Parking,15000.0,,,89.0,43.0,0.0,862441.0,563838.0,1.08
1352,Retail Store,4,LAKE UNION,1993,3,25194,3764,"Medical Office, Office, Retail Store",Retail Store,10751.0,Medical Office,8044.0,Office,2635.0,66.11111111111111,87.69999695,0.0,950029.0,928714.0,2.22
1359,Worship Facility,2,GREATER DUWAMISH,1977,99,21948,0,Worship Facility,Worship Facility,21948.0,,,,,80.0,14.89999962,0.0,326001.0,0.0,0.1
1360,Other,3,EAST,1927,3,31191,0,"Other - Recreation, Self-Storage Facility",Other - Recreation,30095.0,Self-Storage Facility,1096.0,,,62.36363636363637,188.3999939,0.0,3123654.0,2752785.0,5.39
1362,Other,5,NORTH,1947,1,37377,0,"Office, Repair Services (Vehicle, Shoe, Locksmith, etc), Retail Store","Repair Services (Vehicle, Shoe, Locksmith, etc)",31303.0,Retail Store,3468.0,Office,840.0,62.36363636363637,85.40000153,0.0,1078845.0,1962133.0,2.99
1364,Warehouse,2,GREATER DUWAMISH,1977,1,29380,0,"Non-Refrigerated Warehouse, Office, Other",Non-Refrigerated Warehouse,16768.0,Office,6837.0,Other,5775.0,33.0,29.10000038,0.0,856089.0,0.0,0.2
1373,Worship Facility,3,EAST,1922,2,22688,0,Worship Facility,Worship Facility,22688.0,,,,,87.0,14.60000038,0.0,228628.0,103047.0,0.31
1391,Other,2,SOUTHEAST,1962,2,22364,0,"Adult Education, Parking",Adult Education,22364.0,Parking,0.0,,,62.36363636363637,65.59999847,0.0,508870.0,958160.0,2.43
1392,Small- and Mid-Sized Office,2,GREATER DUWAMISH,1982,2,41262,0,Office,Office,40738.0,,,,,84.0,46.70000076,0.0,1903455.0,0.0,0.32
