,CouncilDistrictCode,YearBuilt,NumberofFloors,ENERGYSTARScore,SiteEUI(kBtu/sf),SourceEUI(kBtu/sf),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),GHGEmissionsIntensity,PrimaryPropertyType_Distribution Center,PrimaryPropertyType_Hospital,PrimaryPropertyType_Hotel,PrimaryPropertyType_K-12 School,PrimaryPropertyType_Laboratory,PrimaryPropertyType_Large Office,PrimaryPropertyType_Low-Rise Multifamily,PrimaryPropertyType_Medical Office,PrimaryPropertyType_Mixed Use Property,PrimaryPropertyType_Other,PrimaryPropertyType_Refrigerated Warehouse,PrimaryPropertyType_Residence Hall,PrimaryPropertyType_Restaurant,PrimaryPropertyType_Retail Store,PrimaryPropertyType_Self-Storage Facility,PrimaryPropertyType_Senior Care Community,PrimaryPropertyType_Small- and Mid-Sized Office,PrimaryPropertyType_Supermarket / Grocery Store,PrimaryPropertyType_University,PrimaryPropertyType_Warehouse,PrimaryPropertyType_Worship Facility
1996,2,1972,1,62.36363636363637,20.79999924,64.59999847,0.0,641398.0,11594.0,0.16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1997,2,1910,1,62.36363636363637,23.60000038,45.20000076,0.0,314021.0,443988.0,0.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1998,2,1966,1,20.0,56.90000153,106.5,0.0,458877.0,709011.0,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1999,2,1945,1,12.0,21.60000038,67.69999695,0.0,495481.0,0.0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2000,2,1953,1,80.0,16.20000076,43.70000076,0.0,414213.0,109401.0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2001,2,1951,2,66.11111111111111,47.79999924,98.0,0.0,630883.0,688064.0,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2002,2,1963,1,54.02836879432624,36.09999847,81.59999847,0.0,2095246.0,1531185.0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2003,2,1966,1,10.0,30.20000076,72.30000305,0.0,472280.0,263628.0,0.71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,2,1959,1,58.0,25.20000076,66.5,0.0,642794.0,204625.0,0.46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,2,1974,1,62.36363636363637,81.40000153,169.8000031,0.0,839797.0,855134.0,2.46,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2006,2,1967,1,54.02836879432624,61.40000153,134.3000031,0.0,778664.0,651191.0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2007,2,1954,1,61.96153846153846,51.40000153,124.0,0.0,1147678.0,610456.0,1.15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,2,1957,1,100.0,63.90000153,114.8000031,0.0,575346.0,1035448.0,2.31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019,2,1952,1,62.36363636363637,101.5,318.7000122,0.0,834712.0,0.0,0.23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024,5,1974,2,87.0,37.90000153,119.0,0.0,920430.0,0.0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2025,5,1958,2,44.0,25.39999962,79.80000305,0.0,526753.0,0.0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2027,5,2000,4,61.96153846153846,39.20000076,123.0999985,0.0,919746.0,0.0,0.21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2029,5,1986,2,1.0,129.0,405.1000061,0.0,2654315.0,0.0,0.65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,2,1978,1,54.02836879432624,42.09999847,105.9000015,0.0,592096.0,251981.0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2035,2,1960,1,62.36363636363637,219.3999939,689.0999756,0.0,6129779.0,0.0,1.53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2036,2,1983,1,75.0,49.29999924,94.09999847,0.0,469813.0,670168.0,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2037,2,1962,1,73.0,58.29999924,98.19999695,0.0,786547.0,1028822.0,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2038,2,1952,1,85.0,10.19999981,32.09999847,0.0,405050.0,0.0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2039,2,1952,1,91.0,11.80000019,30.29999924,0.0,338683.0,129714.0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2040,2,1937,1,37.0,26.79999924,74.40000153,0.0,918219.0,190092.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,2,2009,1,62.36363636363637,43.09999847,91.40000153,0.0,804194.0,763553.0,1.27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2043,1,1920,1,62.36363636363637,114.0,358.1000061,0.0,3573328.0,0.0,0.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2045,1,1948,2,75.0,34.20000076,63.20000076,0.0,467833.0,760281.0,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2049,2,1954,1,69.0,40.20000076,53.90000153,0.0,115043.0,707593.0,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2050,4,1984,4,4.0,85.09999847,267.1000061,0.0,1849331.0,0.0,0.28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,4,1987,4,43.513513513513516,102.1999969,320.7999878,0.0,2824096.0,0.0,0.53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,3,1973,4,62.36363636363637,94.5,232.8000031,0.0,2879780.0,1382537.0,2.07,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2054,6,1951,2,58.0,28.70000076,65.5,0.0,704075.0,491090.0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2056,4,1960,2,31.0,75.19999695,236.0,0.0,2563985.0,0.0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2066,2,1970,1,54.02836879432624,25.0,78.59999847,0.0,522972.0,0.0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2067,2,1970,1,87.0,12.30000019,38.59999847,0.0,533743.0,0.0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2068,2,1959,1,84.0,11.89999962,29.10000038,0.0,282006.0,137973.0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2069,2,1966,1,19.0,30.39999962,91.69999695,0.0,810350.0,48351.0,0.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070,2,1916,3,41.0,34.90000153,93.30000305,0.0,1931964.0,559274.0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2071,2,1989,1,54.02836879432624,119.9000015,376.3999939,0.0,2852102.0,0.0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2072,2,1979,2,99.0,22.0,69.09999847,0.0,1042653.0,0.0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2073,2,1931,1,61.96153846153846,40.90000153,114.0999985,0.0,1571102.0,319400.0,0.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2074,3,1984,5,84.0,52.20000076,142.3000031,0.0,2086017.0,516197.0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2077,2,1989,3,97.0,27.79999924,78.30000305,0.0,1213523.0,222987.0,0.39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2078,2,1990,2,36.0,76.69999695,240.8999939,0.0,2108861.0,0.0,0.38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,2,1995,1,61.96153846153846,75.19999695,168.3999939,0.0,1215305.0,918493.0,2.01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2084,5,2009,3,62.36363636363637,54.79999924,148.0,0.0,1521297.0,401656.0,0.91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2086,5,1972,1,61.96153846153846,9.0,17.70000076,0.0,262709.0,337808.0,0.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2087,5,1969,1,54.02836879432624,41.5,110.0,0.0,815633.0,248327.0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2092,3,1907,2,95.0,29.10000038,77.69999695,0.0,813255.0,232933.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2095,3,1913,1,59.0,64.59999847,156.3999939,0.0,763041.0,399122.0,0.74,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2096,3,1915,2,38.0,44.70000076,102.8000031,0.0,1155595.0,774256.0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2097,2,1913,4,71.0,68.0,185.6000061,0.0,2337197.0,575257.0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2098,2,1975,1,88.0,26.60000038,67.59999847,0.0,831084.0,333454.0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2099,2,1968,1,18.0,56.0,119.6999969,0.0,1407161.0,1294673.0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2100,2,1954,1,53.725,10.10000038,25.20000076,0.0,251031.0,112777.0,0.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2101,4,1965,1,42.0,252.3000031,587.5,0.0,5408701.0,3431110.0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2104,4,1950,2,65.0,39.70000076,61.59999847,0.0,193858.0,615434.0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2105,4,1946,1,53.0,8.899999619,27.89999962,0.0,216115.0,0.0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2106,4,1967,2,83.0,30.60000038,96.0,0.0,620994.0,0.0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2109,4,1973,1,6.0,404.1000061,912.7999878,0.0,5697593.0,4153667.0,10.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2114,5,1986,1,62.36363636363637,83.5,262.0,0.0,2786648.0,0.0,0.58,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2115,5,1986,1,6.0,147.8000031,351.7000122,0.0,4244454.0,2429726.0,3.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2119,1,1966,1,3.0,68.19999695,176.6999969,0.0,1611215.0,574933.0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2120,1,1970,1,15.0,94.69999695,152.1999969,0.0,1148123.0,3154333.0,3.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2121,1,1973,1,44.0,77.0,109.5,0.0,494348.0,2277473.0,3.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2122,1,1979,1,54.02836879432624,43.59999847,87.90000153,0.0,626210.0,730762.0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2123,1,1979,1,54.02836879432624,70.0,154.1999969,0.0,1289233.0,1050001.0,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2124,1,1979,1,71.0,49.70000076,115.5999985,0.0,1450508.0,923060.0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2125,1,1979,1,55.0,42.20000076,82.5,0.0,507743.0,668599.0,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2131,5,1949,2,71.0,55.5,87.59999847,0.0,518880.0,1535077.0,1.95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2133,5,1952,1,68.0,68.69999695,189.6999969,0.0,1145340.0,253723.0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2134,2,1909,4,62.36363636363637,21.20000076,43.09999847,0.0,446650.0,504046.0,0.67,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2138,2,1916,1,62.36363636363637,75.09999847,124.0999985,0.0,816471.0,2017153.0,4.06,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2139,2,1937,1,62.36363636363637,16.70000076,43.59999847,0.0,259882.0,87556.0,0.31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2140,2,1918,1,62.36363636363637,61.70000076,182.6000061,0.0,1470083.0,138426.0,0.67,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2141,2,1992,1,60.0,32.09999847,85.30000305,0.0,1141948.0,344734.0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2143,2,1926,2,69.0,21.5,47.29999924,0.0,241070.0,197487.0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2144,2,1926,1,16.0,44.20000076,138.6999969,0.0,903542.0,0.0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2145,2,1925,2,63.63590772316951,8.100000381,25.5,0.0,209699.0,0.0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2146,2,1955,2,45.0,49.09999847,154.3000031,0.0,1074350.0,0.0,0.34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2147,2,1988,1,54.02836879432624,68.30000305,177.3999939,0.0,2614003.0,914084.0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2148,1,1970,1,89.0,71.90000153,137.8999939,0.0,1302454.0,1831396.0,2.44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2149,1,1970,3,26.0,67.90000153,213.1999969,0.0,1144267.0,0.0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2150,1,2002,2,62.36363636363637,123.5,278.3999939,0.0,2013762.0,1481167.0,3.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2151,1,1982,2,80.0,7.099999905,22.20000076,0.0,308400.0,0.0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2152,1,2004,5,61.96153846153846,35.0,109.9000015,0.0,1011965.0,0.0,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2157,4,1940,2,63.63590772316951,68.59999847,169.6000061,0.0,1932090.0,907792.0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2159,2,1941,1,49.0,43.0,91.40000153,0.0,1082370.0,1017846.0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2160,2,2000,3,3.0,101.5999985,319.0,0.0,4416909.0,0.0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2162,1,1990,1,19.0,91.69999695,277.5,0.0,3536625.0,203748.0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2163,1,2005,1,79.0,49.59999847,118.9000015,0.0,1036767.0,572117.0,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2166,1,1975,2,62.36363636363637,204.8000031,377.2999878,0.0,3053337.0,5000997.0,10.54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2167,6,1926,1,61.96153846153846,77.30000305,104.5,0.0,473305.0,2802474.0,3.61,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2168,2,1910,5,92.0,24.70000076,69.19999695,0.0,668479.0,127563.0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2170,6,1953,1,95.0,25.5,75.40000153,0.0,1187021.0,111019.0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2182,2,1916,1,61.96153846153846,8.5,26.70000076,0.0,229857.0,0.0,0.06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2183,2,1935,2,62.36363636363637,48.29999924,128.8000031,0.0,775118.0,226846.0,0.84,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2184,2,1928,2,54.02836879432624,20.0,38.29999924,0.0,337487.0,479769.0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2185,2,1920,2,80.0,28.60000038,89.80000305,0.0,576174.0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2186,2,1909,7,40.0,53.40000153,167.6999969,0.0,1682455.0,0.0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2187,2,1938,2,54.02836879432624,60.59999847,103.4000015,0.0,786001.0,1716080.0,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2188,2,1937,2,76.8,50.59999847,131.0,0.0,907206.0,325617.0,0.97,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2190,2,1927,1,90.0,41.09999847,122.8000031,0.0,859792.0,68793.0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2192,3,1926,1,18.0,37.20000076,52.5,0.0,129264.0,614264.0,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2193,3,1954,1,54.02836879432624,49.29999924,81.80000305,0.0,604078.0,1465928.0,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2199,3,1962,1,63.63590772316951,5.300000191,16.70000076,0.0,111750.0,220.0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2202,5,2009,6,100.0,45.09999847,101.5,0.0,6338614.0,4681026.0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2205,2,1932,1,54.02836879432624,4.699999809,14.80000019,0.0,106918.0,0.0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2206,2,2009,3,62.36363636363637,76.59999847,240.6000061,0.0,3245111.0,0.0,0.18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2207,2,1964,1,69.0,46.90000153,91.30000305,0.0,747998.0,1000646.0,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2212,6,1993,1,11.0,129.0,296.7999878,0.0,1811508.0,1216359.0,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2214,2,1910,3,96.0,34.0,106.5999985,0.0,1441445.0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2215,2,1900,2,34.0,18.29999924,27.70000076,0.0,130124.0,456465.0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2217,2,1937,2,67.21794871794872,37.09999847,84.90000153,0.0,908543.0,619753.0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2218,2,1923,1,96.0,22.79999924,58.70000076,0.0,563096.0,208417.0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2222,2,1966,1,88.0,232.1999969,453.0,0.0,5359975.0,7074617.0,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2225,1,1962,3,95.0,40.59999847,62.0,0.0,290239.0,983811.0,1.82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2227,7,1965,1,35.0,45.09999847,59.0,0.0,122390.0,870405.0,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2228,6,1990,2,63.63590772316951,17.29999924,31.39999962,0.0,455972.0,786840.0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2231,3,1971,2,93.0,50.09999847,131.0,0.0,1128549.0,380013.0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2234,3,1998,2,15.0,79.09999847,248.3000031,0.0,1676426.0,0.0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2235,3,1980,1,27.0,196.0,615.4000244,0.0,6058493.0,0.0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2236,3,1980,2,25.0,81.0,254.3000031,0.0,1896626.0,0.0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2239,6,1931,3,83.0,48.90000153,69.69999695,0.0,1031648.0,4690677.0,2.19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2240,6,1928,2,66.0,37.0,68.69999695,0.0,344302.0,548751.0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2241,6,1929,3,88.0,32.09999847,46.20000076,0.0,213096.0,935106.0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2244,2,1941,1,10.0,24.39999962,58.79999924,0.0,787054.0,419112.0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2245,2,1954,2,40.0,59.5,117.1999969,0.0,574237.0,727956.0,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2246,2,1952,1,100.0,2.299999952,6.900000095,0.0,138179.0,11989.0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2247,2,1964,1,1.0,41.40000153,130.1000061,0.0,1386445.0,0.0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2248,2,1952,1,61.96153846153846,45.59999847,88.19999695,0.0,564235.0,767235.0,1.27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2252,2,1962,3,62.36363636363637,134.0,420.7000122,0.0,4653534.0,0.0,0.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2253,3,1991,2,62.36363636363637,275.3999939,495.0,0.0,2918371.0,5245042.0,6.23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2254,2,1930,1,65.0,18.20000076,34.29999924,0.0,166749.0,248616.0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2255,4,1947,3,63.63590772316951,24.89999962,38.90000153,0.0,136609.0,424865.0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2256,4,1996,4,63.63590772316951,23.20000076,52.59999847,0.0,525913.0,379837.0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2259,3,1928,2,54.02836879432624,46.90000153,147.3999939,0.0,1218112.0,0.0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2270,3,1923,4,75.0,47.20000076,101.1999969,548294.6875,1097533.0,531237.0,1.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2278,5,1951,2,96.0,27.79999924,36.5,0.0,77010.0,531746.0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2280,5,1960,1,62.36363636363637,96.09999847,257.3999939,0.0,1901857.0,540363.0,1.65,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2289,2,1967,2,55.0,41.09999847,129.0,0.0,904236.0,0.0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2292,2,1960,1,32.0,93.19999695,139.6999969,0.0,600754.0,2194083.0,4.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2293,2,1962,1,54.02836879432624,42.70000076,94.09999847,0.0,988941.0,802757.0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2314,7,2009,39,65.0,43.0,115.4000015,0.0,20663978.0,5752789.0,0.42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2324,7,1959,2,63.63590772316951,159.0,290.7000122,0.0,6103316.0,10274835.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2325,7,1945,2,63.63590772316951,169.6999969,266.7999878,0.0,22619097.0,67990538.0,7.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2328,5,1980,4,78.0,44.59999847,125.4000015,0.0,865244.0,161987.0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2330,2,1967,1,76.8,90.80000305,285.2000122,0.0,2470642.0,0.0,0.63,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2331,2,1962,1,12.0,92.80000305,148.5,0.0,804992.0,2259047.0,3.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2332,2,1956,1,57.0,7.900000095,24.79999924,0.0,177813.0,0.0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2333,2,1956,1,75.0,26.79999924,51.0,0.0,437302.0,635854.0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2342,3,1906,1,91.0,27.20000076,46.20000076,0.0,223375.0,496530.0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2357,3,1956,2,63.63590772316951,39.70000076,91.0,0.0,678658.0,465168.0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2359,3,2009,2,92.0,37.40000153,87.5,0.0,717507.0,445054.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
