,CouncilDistrictCode,YearBuilt,NumberofFloors,ENERGYSTARScore,SiteEUI(kBtu/sf),SourceEUI(kBtu/sf),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),GHGEmissionsIntensity,PrimaryPropertyType_Distribution Center,PrimaryPropertyType_Hospital,PrimaryPropertyType_Hotel,PrimaryPropertyType_K-12 School,PrimaryPropertyType_Laboratory,PrimaryPropertyType_Large Office,PrimaryPropertyType_Low-Rise Multifamily,PrimaryPropertyType_Medical Office,PrimaryPropertyType_Mixed Use Property,PrimaryPropertyType_Other,PrimaryPropertyType_Refrigerated Warehouse,PrimaryPropertyType_Residence Hall,PrimaryPropertyType_Restaurant,PrimaryPropertyType_Retail Store,PrimaryPropertyType_Self-Storage Facility,PrimaryPropertyType_Senior Care Community,PrimaryPropertyType_Small- and Mid-Sized Office,PrimaryPropertyType_Supermarket / Grocery Store,PrimaryPropertyType_University,PrimaryPropertyType_Warehouse,PrimaryPropertyType_Worship Facility
516,7,2000,4,1.0,231.3999939,726.5999756,0.0,25478083.0,0.0,1.08,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,7,1925,3,65.0,39.0,122.5,0.0,802312.0,0.0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
519,7,2000,5,63.0,73.80000305,231.8000031,0.0,7857972.0,0.0,0.34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,7,2008,5,56.0,108.3000031,340.0,0.0,14856198.0,0.0,0.56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,7,1986,5,95.0,50.09999847,125.1999969,0.0,3817281.0,1697027.0,0.56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,7,1986,7,63.0,65.90000153,206.8000031,0.0,12729856.0,0.0,0.32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,7,1993,3,77.0,52.59999847,165.1000061,0.0,10053488.0,0.0,0.37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,7,2000,5,99.0,123.6999969,388.3999939,0.0,17186623.0,0.0,0.48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,7,1912,5,81.0,13.19999981,41.59999847,0.0,1262235.0,0.0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
526,7,1918,6,77.4375,45.79999924,138.6999969,266262.0,4248918.0,0.0,0.46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,7,1905,6,70.0,52.0,163.1999969,0.0,6797646.0,0.0,0.28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,7,1910,6,86.0,51.29999924,131.3000031,0.0,3574020.0,1372778.0,0.87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,7,1910,6,89.0,43.5,596.7999878,0.0,2235899.0,1006018.0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
530,2,1985,2,51.0,52.29999924,146.8999939,0.0,7062138.0,1322385.0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
531,2,1951,2,66.0,92.90000153,256.6000061,0.0,8429189.0,1858797.0,1.39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,2,1960,1,95.0,9.199999809,28.79999924,0.0,1015060.0,0.0,0.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,2,1951,4,97.0,16.10000038,26.79999924,0.0,705059.0,1712342.0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
534,2,1951,3,12.0,50.0,146.3999939,0.0,5813591.0,654498.0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
535,2,1970,1,55.0,35.0,109.8000031,0.0,2848317.0,0.0,0.24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,2,1961,1,53.725,70.90000153,148.6999969,0.0,2606839.0,2590279.0,2.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,2,1928,2,53.725,31.5,70.19999695,0.0,1011283.0,780432.0,0.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,2,1931,2,16.0,80.30000305,145.1999969,0.0,1782902.0,3129241.0,2.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
539,2,1987,1,87.0,14.30000019,35.09999847,0.0,1050508.0,504912.0,0.31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,2,1986,2,62.36363636363637,104.4000015,244.6000061,0.0,4242711.0,2615822.0,2.65,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
541,2,1930,2,61.96153846153846,33.5,105.0999985,0.0,3639670.0,0.0,0.23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
542,6,1970,1,91.0,100.0,266.6000061,0.0,13051820.0,3814156.0,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
543,6,2001,4,5.0,68.69999695,215.8999939,0.0,4817062.0,0.0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
544,7,1974,3,54.02836879432624,41.70000076,74.19999695,0.0,817697.0,1528874.0,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
545,4,2006,6,62.36363636363637,214.3999939,471.6000061,0.0,14100771.0,11530741.0,4.95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
546,6,2008,4,73.0,79.5,249.6999969,0.0,8873484.0,0.0,0.31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,6,2000,2,33.0,71.0,223.0,0.0,5481548.0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
548,7,1998,5,57.0,63.90000153,200.5,0.0,6859197.0,0.0,0.43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,3,2008,5,61.96153846153846,139.8999939,388.8999939,0.0,17407502.0,3635421.0,1.09,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
550,3,1999,4,63.63590772316951,374.2000122,756.0,0.0,16913185.0,19523202.0,9.98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,7,2000,7,88.0,53.09999847,164.5,0.0,8488392.0,167210.0,0.28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,7,1974,5,85.0,53.29999924,151.1999969,0.0,4059275.0,691523.0,0.63,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,7,1902,3,67.21794871794872,113.3000031,280.5,0.0,8209260.0,3820339.0,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
554,7,1975,8,65.0,73.80000305,212.1000061,0.0,8155743.0,1187684.0,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,7,1953,7,82.0,60.29999924,183.8999939,0.0,15836054.0,704494.0,0.54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,7,1983,15,85.0,65.69999695,185.6000061,0.0,15083312.0,2667680.0,0.65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,7,1963,11,83.0,65.59999847,157.5,2887565.25,7209495.0,1383432.0,2.05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,7,1981,33,98.0,639.7000122,2007.900024,0.0,274532495.0,149672.0,4.48,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
559,7,1985,76,86.0,55.29999924,167.3000031,0.0,87851862.0,5085763.0,0.45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,7,1981,19,90.0,47.90000153,150.5,0.0,15878687.0,0.0,0.29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,7,1925,18,68.0,72.90000153,190.0,6090187.5,16002341.0,11981.0,1.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
562,7,1929,4,80.0,105.1999969,300.6000061,0.0,7177346.0,1126320.0,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
563,7,1979,7,93.0,39.5,128.0,0.0,4871126.0,1416041.0,0.83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,7,1999,1,62.36363636363637,62.29999924,195.6000061,0.0,46510954.0,0.0,0.34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
565,3,1908,4,61.96153846153846,66.40000153,106.4000015,0.0,973907.0,2713055.0,2.72,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
566,7,1908,10,97.0,27.29999924,64.30000305,1530680.625,2244507.0,0.0,1.01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,7,1940,3,59.0,54.29999924,159.6000061,0.0,2209419.0,233722.0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
568,7,1924,3,39.0,106.0999985,333.0,0.0,7802052.0,153.0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
569,7,1909,6,57.0,55.5,174.3999939,0.0,2886141.0,0.0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
570,7,1970,29,43.0,93.80000305,274.5,0.0,32633842.0,3744742.0,0.87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,7,1929,27,62.0,86.0,192.6999969,7413886.0,8704772.0,127447.0,2.95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,7,1921,13,13.0,115.8000031,363.6000061,0.0,19036413.0,0.0,0.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,7,1998,13,25.0,117.4000015,368.5,0.0,17074139.0,0.0,0.41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,7,1910,7,91.0,41.09999847,125.0,0.0,4371815.0,213255.0,0.34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,7,1921,3,89.0,39.20000076,123.0,0.0,1968655.0,0.0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
576,7,1911,17,75.0,70.30000305,185.8999939,1736650.625,5021914.0,0.0,1.45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,3,1981,42,95.0,38.0,119.5,0.0,37980705.0,0.0,0.21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,3,1988,5,15.0,104.0999985,310.2999878,0.0,7873601.0,649993.0,0.47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
580,3,1916,2,63.63590772316951,11.5,32.70000076,0.0,593029.0,97500.0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
581,2,1910,6,83.0,48.0,148.8999939,0.0,3983832.0,68888.0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
582,7,1971,9,79.0,74.5,195.6999969,4047481.0,11225008.0,0.0,1.74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,2,1998,8,96.0,39.5,124.0999985,0.0,13568146.0,0.0,0.21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,2,1939,2,62.36363636363637,27.29999924,54.29999924,0.0,717806.0,876616.0,0.88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
585,2,1907,6,30.0,72.69999695,228.3000031,0.0,4353024.0,0.0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
586,2,1960,1,83.0,30.29999924,61.79999924,0.0,1117577.0,1238800.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
587,2,1944,4,62.36363636363637,146.0,422.3999939,0.0,12766128.0,1703098.0,1.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
588,2,1985,1,62.36363636363637,82.40000153,231.8999939,0.0,5354420.0,990589.0,1.36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
589,2,1952,2,54.02836879432624,30.79999924,62.59999847,0.0,1657935.0,1876755.0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
590,2,1970,1,62.36363636363637,43.79999924,137.3999939,0.0,6673137.0,0.0,0.33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
591,2,1950,1,95.0,61.29999924,144.0,0.0,3877758.0,2358189.0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
592,2,1973,2,67.0,48.20000076,147.1999969,0.0,6557481.0,286373.0,0.39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,2,1966,1,11.0,34.29999924,107.6999969,0.0,1951856.0,0.0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
594,2,1975,5,93.0,43.90000153,138.0,0.0,10775645.0,0.0,0.32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,2,1969,1,100.0,2.099999905,6.599999905,0.0,151754.0,0.0,0.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,1,1969,1,31.0,78.40000153,163.3000031,0.0,2149197.0,2196501.0,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
597,1,1979,1,32.0,50.20000076,99.90000153,0.0,1240788.0,1522809.0,1.63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,1,1992,1,81.0,73.40000153,181.6000061,0.0,4972873.0,2332600.0,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
599,4,2002,6,62.36363636363637,108.5,308.7999878,0.0,7663584.0,1251938.0,0.33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
600,2,1963,1,57.0,271.7000122,615.5999756,0.0,4327325.0,3111684.0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
601,1,1929,3,1.0,465.5,725.5999756,0.0,18610055.0,685132.0,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
602,5,2000,5,62.36363636363637,36.5,111.3000031,0.0,10602152.0,474987.0,0.33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
603,2,1986,1,43.0,37.0,77.40000153,0.0,7501894.0,7589685.0,1.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,7,1902,4,61.96153846153846,20.0,45.90000153,0.0,681682.0,459508.0,0.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
605,7,2008,4,77.0,65.0,204.0,0.0,9683978.0,0.0,0.28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,2,1900,6,83.0,56.29999924,159.3999939,0.0,4593859.0,798758.0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
607,2,1946,1,57.0,19.39999962,61.0,0.0,3459542.0,0.0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
608,2,1917,1,54.02836879432624,8.600000381,27.10000038,0.0,605971.0,0.0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
609,1,1966,1,98.0,3.5,11.10000038,0.0,602245.0,0.0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
610,7,1994,10,87.0,51.90000153,157.3999939,0.0,10834205.0,576022.0,0.28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,3,2009,17,91.0,46.09999847,144.8000031,0.0,13631140.0,0.0,0.23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,4,2009,6,63.0,68.30000305,185.6000061,0.0,3880094.0,985457.0,0.65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
613,4,1956,2,66.11111111111111,58.79999924,149.1000061,0.0,3884335.0,1569103.0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
615,2,1966,2,47.0,21.89999962,68.90000153,0.0,3004271.0,0.0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
616,3,2003,5,70.0,55.90000153,175.6000061,0.0,9941307.0,0.0,0.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
617,2,1978,1,90.0,17.39999962,39.70000076,0.0,620853.0,431392.0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
618,3,1994,14,54.0,177.8999939,377.0,134943456.0,139354828.0,17316120.0,6.97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,7,1928,4,62.36363636363637,51.79999924,93.5,0.0,4031128.0,7116213.0,6.49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
620,3,2004,4,61.96153846153846,58.20000076,180.5,0.0,2604783.0,50604.0,0.27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
621,3,1990,5,59.0,87.09999847,259.7000122,0.0,11761550.0,969837.0,0.46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
622,5,1987,5,18.0,88.80000305,278.7000122,0.0,7771933.0,0.0,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
623,6,2004,4,87.0,13.30000019,38.59999847,0.0,1027649.0,137950.0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
624,3,2003,6,28.0,133.3999939,256.5,0.0,5601497.0,7808543.0,3.01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,7,1999,5,62.36363636363637,136.3000031,360.7000122,0.0,14573159.0,4512014.0,2.41,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
626,7,2008,5,8.0,98.40000153,208.3000031,0.0,4825247.0,4619236.0,2.49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,3,1988,4,83.0,8.199999809,25.60000038,0.0,1083729.0,0.0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
628,1,1970,1,1.0,198.3000031,502.7000122,0.0,9916987.0,4045761.0,4.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
629,5,1995,1,60.0,81.90000153,180.8999939,0.0,5935365.0,4777640.0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
631,3,1974,4,63.63590772316951,66.40000153,186.0,0.0,6341815.0,1233264.0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
632,2,2002,3,62.36363636363637,61.20000076,176.6000061,0.0,18175883.0,2500035.0,0.77,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
633,1,1965,1,88.0,6.800000191,19.79999924,0.0,948207.0,121543.0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
634,3,1910,6,57.0,78.90000153,246.1999969,0.0,25205084.0,266222.0,0.59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
635,2,1958,1,66.11111111111111,72.80000305,169.3000031,0.0,3296324.0,2105856.0,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
636,5,1987,4,96.0,8.5,20.29999924,0.0,437019.0,249000.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
638,3,1996,3,71.0,217.8000031,491.2000122,0.0,5813407.0,4264124.0,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
639,2,2008,2,62.36363636363637,37.40000153,117.4000015,0.0,1938613.0,0.0,0.26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
640,2,1921,3,3.0,139.8000031,439.0,0.0,7070998.0,0.0,0.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
641,4,1960,3,1.0,273.2999878,855.2000122,0.0,17791664.0,88516.0,1.13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,4,2000,3,32.0,21.89999962,63.09999847,0.0,1744199.0,252982.0,0.28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,4,1957,2,90.0,35.0,56.40000153,0.0,208060.0,570296.0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
656,2,1962,1,61.96153846153846,42.70000076,118.5999985,0.0,1689972.0,352799.0,0.68,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
657,2,1976,1,1.0,40.5,127.0999985,0.0,1618916.0,0.0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
658,2,1965,1,13.0,44.0,112.4000015,0.0,880605.0,343581.0,0.88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,2,2001,1,3.0,55.29999924,173.6999969,0.0,2564004.0,0.0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
661,2,1994,1,62.36363636363637,97.5,135.1999969,0.0,358020.0,1864077.0,4.45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
663,3,1910,3,69.0,50.70000076,132.8000031,0.0,1464669.0,486044.0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
669,6,1922,2,54.0,45.0,60.90000153,0.0,137902.0,807343.0,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
680,2,1967,1,49.0,44.70000076,72.69999695,0.0,593580.0,1550071.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,2,1979,1,54.02836879432624,19.29999924,60.5,0.0,508416.0,708.0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
682,2,1969,1,10.0,65.40000153,136.8999939,0.0,1276462.0,1283000.0,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
683,2,1981,1,73.0,11.39999962,35.79999924,0.0,345867.0,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
684,2,1979,1,54.02836879432624,12.60000038,39.70000076,0.0,369291.0,0.0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
687,4,1928,3,62.36363636363637,274.2000122,476.1000061,0.0,3598398.0,7361709.0,10.41,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
689,6,1914,2,90.0,15.19999981,22.89999962,0.0,111626.0,398210.0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
692,6,1979,3,46.0,74.0,232.3000031,0.0,3216396.0,4239.0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
693,6,1978,2,12.0,66.59999847,169.8999939,0.0,1363957.0,532342.0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
694,6,1963,3,67.21794871794872,62.79999924,197.1000061,0.0,1401316.0,0.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
695,6,1977,3,63.63590772316951,59.79999924,187.8000031,0.0,1358519.0,0.0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
697,7,1946,2,63.63590772316951,105.0999985,330.0,0.0,7251588.0,0.0,1.13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,3,1917,2,69.0,46.0,106.9000015,0.0,4133510.0,2653559.0,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
716,4,1923,2,62.36363636363637,42.90000153,134.6999969,0.0,1114384.0,0.0,0.36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
726,6,1917,2,62.36363636363637,57.20000076,76.90000153,0.0,192436.0,1170087.0,2.26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
730,7,1955,2,63.63590772316951,160.1999969,250.5,0.0,1221601.0,3748445.0,6.69,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
731,7,1917,2,67.21794871794872,75.80000305,199.6999969,0.0,1241985.0,394664.0,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
732,7,1974,5,59.0,104.0999985,205.6999969,0.0,1915699.0,2407174.0,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
735,7,1942,3,96.0,21.79999924,68.40000153,0.0,1408291.0,0.0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
736,7,1948,2,15.0,49.79999924,80.80000305,0.0,285047.0,757062.0,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
742,1,1926,2,94.0,27.5,43.29999924,0.0,153306.0,455054.0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
745,5,1968,1,98.0,21.5,47.0,0.0,468402.0,390834.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
750,1,1949,2,86.0,45.20000076,63.29999924,0.0,162220.0,803431.0,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
768,7,1992,2,63.63590772316951,15.30000019,28.70000076,0.0,174768.0,264544.0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
770,7,1928,3,63.63590772316951,15.0,38.5,0.0,235546.0,88193.0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
773,4,1996,1,82.0,45.5,125.4000015,0.0,953695.0,215700.0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
